,category,dayofweek,descript,pddistrict,resolution,time,x,y,report_month,report_day
19771,NON-CRIMINAL,Friday,LOST PROPERTY,SOUTHERN,non_processed,780,-122.40340479147899,37.775420706711,7,1
19772,SECONDARY CODES,Saturday,JUVENILE INVOLVED,RICHMOND,non_processed,1106,-122.471774815968,37.7816234607403,7,30
19773,ASSAULT,Thursday,THREATS AGAINST LIFE,SOUTHERN,non_processed,416,-122.40340479147899,37.775420706711,9,1
19774,DRUG/NARCOTIC,Wednesday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,491,-122.415508242789,37.7816542805847,6,22
19775,ASSAULT,Wednesday,ASSAULT,MISSION,non_processed,725,-122.418137290509,37.7490413093679,7,20
19776,OTHER OFFENSES,Sunday,PROBATION VIOLATION,TENDERLOIN,processed,145,-122.40931311143801,37.7843478512922,9,25
19777,BURGLARY,Wednesday,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",NORTHERN,non_processed,480,-122.429252101312,37.7748946056341,6,15
19778,LARCENY/THEFT,Sunday,PETTY THEFT SHOPLIFTING,SOUTHERN,processed,1011,-122.407633520742,37.7841893501425,6,26
19779,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, OTHER VEHICLE",MISSION,non_processed,1320,-122.423061898379,37.75274830746061,8,2
19780,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",NORTHERN,non_processed,1080,-122.426810150058,37.7749068270301,7,12
19781,LARCENY/THEFT,Thursday,PETTY THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1080,-122.41701932069799,37.7891095538507,9,22
19782,OTHER OFFENSES,Thursday,TRAFFIC VIOLATION,SOUTHERN,processed,564,-122.414714295586,37.7762310404529,9,1
19783,LARCENY/THEFT,Thursday,GRAND THEFT AUTO STRIP,BAYVIEW,non_processed,720,-122.404787542245,37.7376559936359,8,4
19784,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,RICHMOND,non_processed,1380,-122.479241369169,37.777456332240206,6,17
19785,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,TARAVAL,non_processed,870,-122.50754429788401,37.7528675095176,7,23
19786,LARCENY/THEFT,Thursday,GRAND THEFT FROM A BUILDING,CENTRAL,non_processed,1200,-122.415642825776,37.8077624944954,7,7
19787,FRAUD,Monday,"FORGERY, CREDIT CARD",NORTHERN,non_processed,1193,-122.419257894821,37.775146291630996,7,18
19788,ASSAULT,Tuesday,BATTERY,CENTRAL,non_processed,100,-122.408568445228,37.788759421470296,7,26
19789,OTHER OFFENSES,Friday,TRAFFIC VIOLATION,BAYVIEW,processed,595,-122.388318045091,37.757939423206,8,12
19790,OTHER OFFENSES,Tuesday,OBSCENE PHONE CALLS(S),RICHMOND,non_processed,1350,-122.482451823576,37.7792108282891,8,2
19791,BURGLARY,Tuesday,"BURGLARY OF STORE, FORCIBLE ENTRY",RICHMOND,non_processed,1200,-122.439852291448,37.7857393890855,8,30
19792,VEHICLE THEFT,Tuesday,STOLEN MOTORCYCLE,TARAVAL,non_processed,1410,-122.508238363207,37.751887078762294,7,19
19793,LARCENY/THEFT,Thursday,GRAND THEFT FROM A BUILDING,NORTHERN,non_processed,1110,-122.433843066271,37.7889062433562,7,21
19794,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,1290,-122.422259003311,37.768754757467896,6,27
19795,VEHICLE THEFT,Thursday,STOLEN TRUCK,MISSION,non_processed,610,-122.412997488076,37.7525722462271,8,25
19796,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1110,-122.414394078892,37.756487411644294,6,20
19797,LARCENY/THEFT,Thursday,GRAND THEFT OF PROPERTY,CENTRAL,non_processed,720,-122.417609317969,37.8001203793494,8,11
19798,ASSAULT,Friday,BATTERY,TENDERLOIN,non_processed,825,-122.412563218508,37.785785061938206,8,19
19799,OTHER OFFENSES,Saturday,RESISTING ARREST,TENDERLOIN,processed,678,-122.413237516676,37.78284302332129,7,2
19800,NON-CRIMINAL,Saturday,"AIDED CASE, MENTAL DISTURBED",SOUTHERN,processed,980,-122.393239745016,37.7862311729086,7,16
19801,ROBBERY,Thursday,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",MISSION,non_processed,330,-122.40753833232701,37.7657827544322,4,14
19802,NON-CRIMINAL,Sunday,LOCATED PROPERTY,INGLESIDE,non_processed,540,-122.433197393938,37.7260971758409,8,28
19803,VEHICLE THEFT,Tuesday,STOLEN TRUCK,NORTHERN,non_processed,1290,-122.425237254252,37.7880691746198,6,21
19804,FRAUD,Monday,"CREDIT CARD, THEFT BY USE OF",BAYVIEW,processed,600,-122.380268162997,37.7289171340996,6,6
19805,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,MISSION,non_processed,600,-122.43072626678001,37.7627516837475,7,12
19806,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",MISSION,non_processed,1260,-122.444729966872,37.7585671243897,7,23
19807,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,PARK,non_processed,960,-122.44130151102301,37.7755050409468,9,16
19808,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,1080,-122.416552635495,37.766869895205296,7,1
19809,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM",TARAVAL,non_processed,1380,-122.49257065479901,37.7394826465388,9,23
19810,OTHER OFFENSES,Wednesday,MISCELLANEOUS INVESTIGATION,NORTHERN,non_processed,994,-122.42857151404499,37.775266521436,6,22
19811,NON-CRIMINAL,Thursday,LOST PROPERTY,SOUTHERN,non_processed,960,-122.39234976425699,37.7926450897756,9,1
19812,NON-CRIMINAL,Monday,TRAFFIC ACCIDENT,CENTRAL,non_processed,1390,-122.409652663162,37.7964914531604,8,15
19813,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NORTHERN,non_processed,630,-122.428818526724,37.7808642652455,9,24
19814,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,RICHMOND,non_processed,1320,-122.442299307878,37.7887809812133,7,6
19815,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, AUTO",PARK,non_processed,420,-122.440157274543,37.782397070388605,9,12
19816,BURGLARY,Thursday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NORTHERN,non_processed,960,-122.435860436708,37.802790103565606,8,18
19817,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,690,-122.415911198877,37.775272150115,8,6
19818,DRUG/NARCOTIC,Wednesday,TRANSPORTATION OF COCAINE,BAYVIEW,processed,1067,-122.382705072801,37.7358858148594,7,27
19819,WARRANTS,Wednesday,ENROUTE TO OUTSIDE JURISDICTION,TENDERLOIN,processed,1015,-122.41567531530501,37.785447794739795,9,14
19820,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,780,-122.425768246881,37.758226199263,7,15
19821,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,30,-122.40561026823099,37.732438865014,9,18
19822,DRUG/NARCOTIC,Sunday,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,SOUTHERN,processed,1393,-122.40630013873998,37.7755131129708,9,4
19823,VEHICLE THEFT,Monday,STOLEN AUTOMOBILE,RICHMOND,non_processed,1020,-122.46214127015399,37.7811098899109,8,15
19824,OTHER OFFENSES,Friday,PROBATION VIOLATION,BAYVIEW,processed,1351,-122.391799877342,37.732043677531706,6,17
19825,NON-CRIMINAL,Monday,"AIDED CASE, MENTAL DISTURBED",TENDERLOIN,non_processed,390,-122.40801449292,37.7859507767613,8,8
19826,FRAUD,Wednesday,DEFRAUDING AN INNKEEPER,NORTHERN,processed,1439,-122.421203512,37.785481204644704,8,24
19827,LARCENY/THEFT,Tuesday,GRAND THEFT FROM A BUILDING,NORTHERN,non_processed,420,-122.41915762837601,37.782635574146795,8,23
19828,VANDALISM,Thursday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",NORTHERN,non_processed,1435,-122.429532928955,37.76937593236279,9,15
19829,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, AUTO",BAYVIEW,non_processed,730,-122.424519835016,37.792841284021705,9,8
19830,NON-CRIMINAL,Thursday,"AIDED CASE, MENTAL DISTURBED",CENTRAL,non_processed,1350,-122.418239272625,37.790933231336396,8,4
19831,DISORDERLY CONDUCT,Monday,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,MISSION,processed,392,-122.417332582598,37.7635718955939,9,19
19832,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1320,-122.418450965192,37.7836164048533,8,21
19833,OTHER OFFENSES,Saturday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",SOUTHERN,processed,1115,-122.402027706956,37.786248345640004,7,2
19834,SUSPICIOUS OCC,Sunday,SUSPICIOUS OCCURRENCE,BAYVIEW,non_processed,540,-122.38460199869301,37.736152428607,9,11
19835,LARCENY/THEFT,Thursday,ATTEMPTED THEFT OF A BICYCLE,SOUTHERN,processed,830,-122.403070000847,37.7852686309087,6,23
19836,LARCENY/THEFT,Friday,GRAND THEFT BICYCLE,MISSION,non_processed,1020,-122.418596727467,37.7538382048546,6,24
19837,NON-CRIMINAL,Thursday,LOST PROPERTY,RICHMOND,non_processed,1200,-122.465211313474,37.779988809110996,9,1
19838,VANDALISM,Saturday,"MALICIOUS MISCHIEF, GRAFFITI",TARAVAL,non_processed,1,-122.481952149221,37.7632941560241,7,2
19839,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",SOUTHERN,processed,542,-122.40340479147899,37.775420706711,7,5
19840,WARRANTS,Friday,WARRANT ARREST,PARK,processed,1315,-122.451288061231,37.7693967099165,9,2
19841,SUSPICIOUS OCC,Thursday,SUSPICIOUS OCCURRENCE,NORTHERN,non_processed,420,-122.433764319296,37.7926280169618,7,21
19842,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM",NORTHERN,non_processed,1,-122.41912629534201,37.7869849580362,6,25
19843,MISSING PERSON,Friday,MISSING ADULT,PARK,non_processed,600,-122.46404477780399,37.7613161836641,8,5
19844,ASSAULT,Sunday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,TARAVAL,processed,170,-122.464740619379,37.7273727885074,9,18
19845,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, OTHER VEHICLE",BAYVIEW,non_processed,860,-122.388270016513,37.7630224269106,7,25
19846,OTHER OFFENSES,Thursday,TRAFFIC VIOLATION,MISSION,processed,1332,-122.415155941062,37.763697930892796,8,11
19847,VANDALISM,Sunday,"MALICIOUS MISCHIEF, GRAFFITI",RICHMOND,non_processed,1260,-122.374397142153,37.819923463743,6,19
19848,OTHER OFFENSES,Wednesday,TRAFFIC VIOLATION,SOUTHERN,processed,604,-122.414714295586,37.7762310404529,6,22
19849,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,5,-122.43656990615801,37.7940559101609,6,23
19850,LARCENY/THEFT,Tuesday,PETTY THEFT FROM LOCKED AUTO,MISSION,non_processed,60,-122.421687545021,37.7621160582473,6,21
19851,PROSTITUTION,Saturday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,MISSION,processed,165,-122.41607842391599,37.7620347866564,7,30
19852,FRAUD,Thursday,"CREDIT CARD, THEFT BY USE OF",PARK,non_processed,720,-122.4485542877,37.766882416805004,7,14
19853,ROBBERY,Thursday,ROBBERY OF A RESIDENCE WITH BODILY FORCE,BAYVIEW,non_processed,350,-122.39525100993099,37.75534435195679,8,11
19854,LARCENY/THEFT,Monday,PETTY THEFT FROM LOCKED AUTO,RICHMOND,non_processed,1080,-122.455421923818,37.788017441476796,8,8
19855,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",RICHMOND,non_processed,465,-122.440504403706,37.792560434944896,9,16
19856,WARRANTS,Thursday,WARRANT ARREST,BAYVIEW,processed,6,-122.390697630726,37.7347969947664,7,7
19857,OTHER OFFENSES,Sunday,MISCELLANEOUS INVESTIGATION,CENTRAL,non_processed,1180,-122.40723429411999,37.7992576492589,6,19
19858,MISSING PERSON,Monday,FOUND PERSON,BAYVIEW,non_processed,1020,-122.394438859914,37.736443899673205,8,29
19859,ASSAULT,Monday,AGGRAVATED ASSAULT WITH A KNIFE,CENTRAL,non_processed,1195,-122.41280375299999,37.8057739875696,6,13
19860,BURGLARY,Tuesday,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",MISSION,non_processed,1290,-122.406604919508,37.7571580431915,7,26
19861,LARCENY/THEFT,Saturday,PETTY THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,690,-122.40340479147899,37.775420706711,7,16
19862,ASSAULT,Saturday,BATTERY,TARAVAL,non_processed,690,-122.509004036553,37.7593183455027,7,30
19863,DRUNKENNESS,Thursday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,MISSION,processed,1335,-122.41844919178001,37.7530267515876,7,21
19864,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",NORTHERN,non_processed,1140,-122.429178876176,37.7741822529914,8,12
19865,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1200,-122.467514101015,37.7658764339156,8,12
19866,BURGLARY,Sunday,"BURGLARY OF STORE, UNLAWFUL ENTRY",TENDERLOIN,processed,900,-122.40621287821699,37.786037162351896,7,24
19867,ROBBERY,Tuesday,"ROBBERY, BODILY FORCE",TARAVAL,processed,1110,-122.465828621963,37.7408907892629,7,19
19868,LARCENY/THEFT,Sunday,GRAND THEFT BICYCLE,RICHMOND,non_processed,975,-122.46620466789301,37.7725405391593,5,15
19869,LARCENY/THEFT,Saturday,PETTY THEFT OF PROPERTY,MISSION,processed,1080,-122.435563016294,37.760801062884,6,25
19870,OTHER OFFENSES,Sunday,RESISTING ARREST,CENTRAL,processed,1427,-122.41381429243201,37.807036207118294,7,3
19871,ASSAULT,Tuesday,BATTERY,CENTRAL,processed,995,-122.418239272625,37.790933231336396,8,16
19872,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1200,-122.42379547416901,37.7976162435443,9,21
19873,NON-CRIMINAL,Friday,LOST PROPERTY,SOUTHERN,non_processed,1,-122.40340479147899,37.775420706711,7,15
19874,PROSTITUTION,Thursday,SOLICITS FOR ACT OF PROSTITUTION,CENTRAL,processed,195,-122.419039119337,37.7907880214222,7,28
19875,FRAUD,Friday,"CREDIT CARD, THEFT BY USE OF",INGLESIDE,processed,600,-122.43538545491998,37.7239104471079,6,10
19876,ASSAULT,Monday,INFLICT INJURY ON COHABITEE,NORTHERN,non_processed,1050,-122.429828871559,37.7816903586506,6,27
19877,WARRANTS,Friday,WARRANT ARREST,BAYVIEW,processed,955,-122.391243431227,37.7336342023099,6,17
19878,LARCENY/THEFT,Saturday,GRAND THEFT FROM A BUILDING,CENTRAL,non_processed,150,-122.40992532841899,37.7877640990096,7,16
19879,BURGLARY,Thursday,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",INGLESIDE,processed,1230,-122.417107986993,37.7122561827524,7,28
19880,"SEX OFFENSES, FORCIBLE",Friday,SEXUAL BATTERY,MISSION,non_processed,120,-122.406539115148,37.7564864109309,8,19
19881,MISSING PERSON,Thursday,MISSING ADULT,CENTRAL,processed,900,-122.40701437841899,37.7998073990671,8,25
19882,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,MISSION,non_processed,570,-122.41802488008499,37.748586884057204,7,8
19883,WARRANTS,Thursday,ENROUTE TO OUTSIDE JURISDICTION,PARK,processed,880,-122.44139370111401,37.771727314177106,6,16
19884,FORGERY/COUNTERFEITING,Thursday,"CHECKS, FORGERY (FELONY)",MISSION,processed,960,-122.419196838603,37.7594144253287,5,5
19885,NON-CRIMINAL,Tuesday,LOST PROPERTY,SOUTHERN,non_processed,1095,-122.422127579529,37.7730330183515,8,23
19886,ASSAULT,Monday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,TENDERLOIN,processed,684,-122.409853729941,37.7833862379382,8,22
19887,WEAPON LAWS,Friday,POSSESSION OF MACHINE GUN,SOUTHERN,processed,960,-122.40184636752899,37.7790324136022,7,1
19888,BURGLARY,Thursday,"BURGLARY OF STORE, FORCIBLE ENTRY",RICHMOND,non_processed,1200,-122.49786635551399,37.775745426792795,6,23
19889,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,480,-122.430882581828,37.7643725577021,6,23
19890,OTHER OFFENSES,Friday,TRAFFIC VIOLATION ARREST,RICHMOND,processed,1076,-122.44015183349899,37.79080759485979,7,22
19891,BURGLARY,Friday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NORTHERN,non_processed,870,-122.419020964349,37.782652976076996,8,26
19892,OTHER OFFENSES,Thursday,VIOLATION OF MUNICIPAL CODE,BAYVIEW,processed,319,-122.38385471963801,37.7423809517423,8,4
19893,OTHER OFFENSES,Saturday,MISCELLANEOUS STATE MISDEMEANOR,MISSION,non_processed,1080,-122.41967661615,37.7658510977435,8,27
19894,ASSAULT,Friday,BATTERY,MISSION,processed,60,-122.443666554736,37.746693752199,8,12
19895,DRIVING UNDER THE INFLUENCE,Friday,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,INGLESIDE,non_processed,700,-122.42311590486099,37.710414636612605,8,19
19896,NON-CRIMINAL,Sunday,LOST PROPERTY,SOUTHERN,non_processed,660,-122.40340479147899,37.775420706711,9,4
19897,BURGLARY,Tuesday,"BURGLARY OF WAREHOUSE, ATTEMPTED FORCIBLE ENTRY",MISSION,non_processed,194,-122.419561596094,37.7632161069131,6,28
19898,OTHER OFFENSES,Monday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",NORTHERN,processed,795,-122.428348222661,37.79510537180229,9,19
19899,DRUG/NARCOTIC,Saturday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,SOUTHERN,processed,1287,-122.40989282029,37.7801134973164,7,16
19900,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,600,-122.422407312816,37.7740841093084,9,6
19901,OTHER OFFENSES,Sunday,PROBATION VIOLATION,BAYVIEW,processed,15,-122.38723479576099,37.7194008333885,7,3
19902,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, OTHER VEHICLE",INGLESIDE,non_processed,1200,-122.43991845898,37.737790388075204,9,22
19903,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1320,-122.436632174986,37.7539452559781,7,11
19904,LARCENY/THEFT,Tuesday,PETTY THEFT FROM UNLOCKED AUTO,BAYVIEW,non_processed,780,-122.392625489272,37.7292804432495,7,26
19905,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,900,-122.41936629480401,37.7840280451803,8,24
19906,DRUG/NARCOTIC,Wednesday,POSSESSION OF METH-AMPHETAMINE,TENDERLOIN,processed,1119,-122.414242955914,37.7837240254249,8,10
19907,OTHER OFFENSES,Wednesday,PAROLE VIOLATION,SOUTHERN,processed,838,-122.41762831134301,37.7719781799261,9,21
19908,ASSAULT,Wednesday,THREATS AGAINST LIFE,SOUTHERN,non_processed,825,-122.407165869453,37.7749043028721,9,14
19909,LARCENY/THEFT,Sunday,GRAND THEFT FROM A BUILDING,BAYVIEW,non_processed,1020,-122.397988272381,37.723007833642896,5,8
19910,SUSPICIOUS OCC,Tuesday,SUSPICIOUS OCCURRENCE,MISSION,non_processed,1430,-122.42312636347201,37.7656430236729,8,16
19911,LARCENY/THEFT,Wednesday,PETTY THEFT SHOPLIFTING,CENTRAL,processed,705,-122.40525446302401,37.78925250405221,8,24
19912,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",MISSION,non_processed,1320,-122.40634565466699,37.752348365416104,7,23
19913,VEHICLE THEFT,Saturday,STOLEN MOTORCYCLE,MISSION,non_processed,143,-122.414845139214,37.7605000726041,9,10
19914,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",SOUTHERN,non_processed,481,-122.405839959524,37.7787626372516,8,30
19915,ASSAULT,Sunday,BATTERY,SOUTHERN,processed,1346,-122.416608653757,37.7725681063387,7,24
19916,NON-CRIMINAL,Friday,LOST PROPERTY,CENTRAL,non_processed,540,-122.405575414317,37.790564126990205,7,8
19917,VEHICLE THEFT,Wednesday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,BAYVIEW,non_processed,620,-122.382425286055,37.7350385061864,6,29
19918,LARCENY/THEFT,Wednesday,PETTY THEFT BICYCLE,CENTRAL,non_processed,1110,-122.416793135842,37.796018610747,8,17
19919,OTHER OFFENSES,Wednesday,TRAFFIC VIOLATION,INGLESIDE,processed,1122,-122.451622869545,37.7455330433541,7,13
19920,LARCENY/THEFT,Sunday,PETTY THEFT OF PROPERTY,MISSION,non_processed,120,-122.412846392511,37.75175927557971,9,11
19921,SUSPICIOUS OCC,Thursday,SUSPICIOUS OCCURRENCE,PARK,non_processed,660,-122.441959336644,37.7745153968945,6,24
19922,VEHICLE THEFT,Saturday,"VEHICLE, RECOVERED, AUTO",TARAVAL,non_processed,1140,-122.466253133597,37.7196771339417,8,27
19923,VEHICLE THEFT,Monday,STOLEN TRUCK,BAYVIEW,non_processed,960,-122.38194852504,37.7278833639971,8,22
19924,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,RICHMOND,processed,1080,-122.483661456416,37.7791571012742,7,5
19925,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,RICHMOND,non_processed,1110,-122.447622796761,37.7850837046062,7,6
19926,LARCENY/THEFT,Friday,PETTY THEFT WITH PRIOR,SOUTHERN,processed,895,-122.408421116922,37.7835699386918,9,23
19927,NON-CRIMINAL,Saturday,LOST PROPERTY,TENDERLOIN,non_processed,1050,-122.40621287821699,37.786037162351896,6,18
19928,BURGLARY,Friday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",PARK,non_processed,780,-122.43696884334601,37.7750426649202,7,22
19929,PROSTITUTION,Monday,ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED,NORTHERN,processed,128,-122.41969481369699,37.7897774160756,8,15
19930,LARCENY/THEFT,Sunday,PETTY THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1439,-122.418562843433,37.7884306841107,6,19
19931,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM",SOUTHERN,non_processed,1285,-122.412904380868,37.775998180531204,8,6
19932,LARCENY/THEFT,Monday,GRAND THEFT FROM A BUILDING,SOUTHERN,non_processed,975,-122.40340479147899,37.775420706711,7,25
19933,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, OTHER VEHICLE",PARK,non_processed,900,-122.44834705621099,37.7727368789292,9,8
19934,LARCENY/THEFT,Monday,PETTY THEFT FROM UNLOCKED AUTO,TARAVAL,non_processed,1320,-122.46671283463499,37.71973016273479,9,5
19935,LARCENY/THEFT,Saturday,GRAND THEFT FROM PERSON,SOUTHERN,processed,720,-122.40583247449,37.785744654538,7,9
19936,ASSAULT,Monday,CHILD ABUSE (PHYSICAL),INGLESIDE,processed,993,-122.451576335357,37.710411625786904,9,19
19937,VANDALISM,Monday,"MALICIOUS MISCHIEF, GRAFFITI",CENTRAL,non_processed,1200,-122.412463308942,37.7916282843839,8,15
19938,BURGLARY,Thursday,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",PARK,non_processed,1080,-122.43582405386499,37.7625528315766,8,25
19939,NON-CRIMINAL,Saturday,LOST PROPERTY,PARK,processed,1170,-122.450975545264,37.7733153506058,7,16
19940,DRUG/NARCOTIC,Thursday,POSSESSION OF HEROIN,TENDERLOIN,processed,1001,-122.414056291898,37.7827931070777,6,30
19941,EMBEZZLEMENT,Wednesday,EMBEZZLED VEHICLE,SOUTHERN,non_processed,755,-122.401817240144,37.788440503956,7,20
19942,OTHER OFFENSES,Saturday,VIOLATION OF RESTRAINING ORDER,SOUTHERN,non_processed,1185,-122.40340479147899,37.775420706711,6,18
19943,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",SOUTHERN,processed,1418,-122.407693108536,37.7801630690967,8,23
19944,NON-CRIMINAL,Friday,LOST PROPERTY,SOUTHERN,non_processed,1260,-122.40340479147899,37.775420706711,7,1
19945,WARRANTS,Monday,WARRANT ARREST,PARK,processed,1059,-122.43868307074601,37.7705913965555,9,5
19946,SUSPICIOUS OCC,Saturday,SUSPICIOUS OCCURRENCE,SOUTHERN,non_processed,1217,-122.40340479147899,37.775420706711,7,2
19947,OTHER OFFENSES,Thursday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",RICHMOND,processed,502,-122.469628728204,37.7807680286441,9,1
19948,WARRANTS,Friday,ENROUTE TO OUTSIDE JURISDICTION,MISSION,processed,1120,-122.406539115148,37.7564864109309,9,2
19949,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1380,-122.40340479147899,37.775420706711,6,20
19950,OTHER OFFENSES,Wednesday,TRAFFIC VIOLATION,SOUTHERN,processed,1379,-122.394102624532,37.7763827130056,9,7
